NOWGIR_clean,0.140961671
LEDNEP_charged,0.144348444
RIRDED_clean,0.320243275
EXEXAH_clean,0.276273385
NAYGUR_clean,0.311696983
ABEYEN_clean,0.163403064
AQUCOG_clean,0.213775076
ACUFEK_clean,0.347229672
SIDCAL_clean,0.360179896
ZURROT_clean,0.332159684
AVIPOL_clean,0.477490174
CUYYEB_clean,0.8089532159999999
AHAMAY_clean,0.164314314
RUWWUC_clean,0.477982538
EGEJIK_manual,0.323800608
DINNIZ_clean,0.299339781
CUYYAX_clean,0.80200713
YODWOF_clean,0.325446513
HOQMIL02_clean,0.630817885
PUWDEQ_charged,0.591163277
FIFMIS01_clean,0.584039041
GUPREQ_clean,0.370367239
WUTCAP_clean,0.224130767
YOFXEY_clean,0.6514874620000001
IQILIF_clean,0.7900042759999999
BUWMIR_clean,0.215674699
TECVEE_clean,0.50251062
HAHPIQ_charged,0.045385727
FARFIO_clean,0.16393037
TARWEO_clean,0.069848516
FURQOZ_ion_b,0.091200778
IPIDUH_clean,0.32254754
